Title,Authors,Keywords
"Good Robots, Bad Robots: Morally Valenced Behavior Effects on Perceived Mind, Morality, and Trust",'Jaime Banks',"'Morality', 'Moral foundations', 'Ontological categories', 'Trust', 'Social cognition'"
Investigating Trust in Interaction with Inconsistent Embodied Virtual Agents,"'Reza Moradinezhad', 'Erin T. Solovey'","'Human-Computer interaction', 'Human-Robot interaction', 'Social robots', 'Trust', 'Embodied conversational agents', 'Virtual assistants'"
How Movements of a Non-Humanoid Robot Affect Emotional Perceptions and Trust,"'Theresa Law', 'Josh de Leeuw', 'John H. Long'","'Human–robot interaction', 'Trust', 'Movement', 'Emotional perception', 'Body language'"
Do I Have a Personality? Endowing Care Robots with Context-Dependent Personality Traits,"'Antonio Andriella', 'Henrique Siqueira', 'Di Fu', 'Sven Magg', 'Pablo Barros', 'Stefan Wermter', 'Carme Torras', 'Guillem Alenyà'","'Robot personalities', 'Human–human interaction', 'Human–robot interaction'"
What Do You Mean by Trust? Establishing Shared Meaning in Interdisciplinary Design for Assistive Technology,"'Isabel Schwaninger', 'Florian Güldenpfennig', 'Astrid Weiss', 'Geraldine Fitzpatrick'","'Trust', 'Robots', 'Older adults', 'Elicitation cards', 'Ideation', 'Participatory design', 'Interdisciplinary research teams'"
"“Don’t Get Distracted!”: The Role of Social Robots’ Interaction Style on Users’ Cognitive Performance, Acceptance, and Non-Compliant Behavior","'Gianpaolo Maggi', 'Elena Dell’Aquila', 'Ilenia Cucciniello', 'Silvia Rossi'","'Social robots', 'Cognitive performance', 'Robot’s behavior', 'Non-verbal features'"
A Bayesian Trust Inference Model for Human-Multi-Robot Teams,"'Maziar Fooladi\xa0Mahani', 'Longsheng Jiang', 'Yue Wang'","'Human-multi-robot teams', 'Trust', 'Dynamic Bayesian network'"
Improving Interactions with Healthcare Robots: A Review of Communication Behaviours in Social and Healthcare Contexts,"'Deborah L. Johanson', 'Ho Seok Ahn', 'Elizabeth Broadbent'","'Non-verbal behaviours', 'Verbal behaviours', 'Human–robot interactions', 'Physician–patient interactions', 'Communication'"
The Cooperation Modes for Two Humanoid Robots,'Li-Hong Juang',"'NAO robot', 'Monocular-visional', 'Kinematics', 'Synchronization control'"
Emotional Expressions of Real Humanoid Robots and Their Influence on Human Decision-Making in a Finite Iterated Prisoner’s Dilemma Game,"'Yasutake Takahashi', 'Yuki Kayukawa', 'Kazunori Terada', 'Hiroyuki Inoue'","'Human-Robot Interaction', 'Emotional Expression', 'Finite Iterated Prisoner’s Dilemma Game'"
"Field Testing of Ro-Tri, a Robot-Mediated Triadic Interaction for Older Adults","'Jing Fan', 'Akshith Ullal', 'Linda Beuscher', 'Lorraine C. Mion', 'Paul Newhouse', 'Nilanjan Sarkar'","'Socially assistive robotics', 'Multi-user human–robot interaction', 'Virtual reality', 'Field study', 'Older adults', 'Cognitive impairment', 'Long term care', 'Assisted living'"
Use of a Social Robot in the Implementation of a Narrative Intervention for Young People with Cystic Fibrosis: A Feasibility Study,"'Jeremy K. Russell', 'Esben Strodl', 'David Kavanagh'","'Cystic fibrosis', 'Social robot', 'Engagement', 'Anxiety', 'Narrative', 'Metacognition'"
Attitudes Toward Robots as Equipment and Coworkers and the Impact of Robot Autonomy Level,"'Rita Latikka', 'Nina Savela', 'Aki Koivula', 'Atte Oksanen'","'Attitudes', 'Robots', 'Autonomy', 'Robot equipment', 'Robot coworker'"
The Threats of Artificial Intelligence Scale (TAI),"'Kimon Kieslich', 'Marco Lünich', 'Frank Marcinkowski'","'Threat perceptions', 'Artificial intelligence', 'Fear', 'Scale development'"
Tactile Interaction with a Humanoid Robot: Effects on Physiology and Subjective Impressions,"'Yuefang Zhou', 'Tristan Kornher', 'Janett Mohnke', 'Martin H. Fischer'","'Human–robot tactile interaction', 'Skin conductance', 'Buttocks', 'Robot Pepper\n', 'Human–robot intimate relationships'"
Designing a Novel Robot Activist Model for Interactive Child Rights Education,"'Esyin Chew', 'Umer Sikander Khan', 'Pei Hsi Lee'","'Educational robot', 'Child rights education', 'Game-based learning', 'Intelligent agent-based learning environments'"
Effect of Robot Tutor’s Feedback Valence and Attributional Style on Learners,"'Xin Lei', 'Pei-Luen Patrick Rau'","'Robot tutor', 'Feedback valence', 'Attributional feedback', 'Blame', 'Attributional style'"
Factors Predicting Patients’ Willingness to Use Robotic Dental Services,"'Mattie Milner', 'Rian Mehta', 'Scott R. Winter', 'Stephen Rice', 'Emily Anania', 'Nadine Ragbir', 'Cynthia Smith'","'Automation', 'Healthcare', 'Dentistry', 'Robotics', 'Consumer perceptions'"
The Design Model for Robotic Waitress,"'Jiaji Yang', 'Esyin Chew'","'Decision tree classification', 'Sanbot', 'Ircxm', 'Robotics', 'Humanoid robots'"
It was a Pleasure Meeting You,"'Patrick Holthaus', 'Sven Wachsmuth'","'Nonverbal signals', 'Holistic human–robot encounters', 'User study'"
The Effects of Perceived Identity Threat and Realistic Threat on the Negative Attitudes and Usage Intentions Toward Hotel Service Robots: The Moderating Effect of the Robot’s Anthropomorphism,"'Hsien-Long Huang', 'Li-Keng Cheng', 'Pi-Chuan Sun', 'Szu-Jung Chou'","'Anthropomorphism', 'Identity threat', 'Realistic threat', 'Robot'"
Qualitative Research in HRI: A Review and Taxonomy,"'Louise Veling', 'Conor McGinn'","'Qualitative methods', 'Survey', 'Taxonomy', 'Human–robot interaction', 'Social robotics', 'Interviews', 'Ethnography', 'Participatory design', 'Social science', 'Grounded theory'"
Utility of Functional Transparency and Usability in UAV Supervisory Control Interface Design,"'Wenjuan Zhang', 'David Feltner', 'David Kaber', 'James Shirley'","'Functional transparency', 'Usability', 'Unmanned aerial vehicles', 'Supervisory control', 'Interface design'"
Perception and Evaluation in Human–Robot Interaction: The Human–Robot Interaction Evaluation Scale (HRIES)—A Multicomponent Approach of Anthropomorphism,"'Nicolas Spatola', 'Barbara Kühnlenz', 'Gordon Cheng'","'Robot perception', 'Robot evaluation', 'Anthropomorphism', 'Scale', 'Questionnaire', 'Human–robot interaction'"
Adaptive Control of Robot Series Elastic Drive Joint Based on Optimized Radial Basis Function Neural Network,"'Nianfeng Shao', 'Qinyuan Zhou', 'Chenyang Shao', 'Yan Zhao'","'Human–robot interaction', 'Series elastic actuator', 'Social robot', 'Radial basis function neural network', 'Dynamic surface'"
Moral Uncanny Valley: A Robot’s Appearance Moderates How its Decisions are Judged,"'Michael Laakasuo', 'Jussi Palomäki', 'Nils Köbis'","'Uncanny valley', 'Moral psychology', 'Decision-making', 'AI'"
Study of Coordination Between Patients with Schizophrenia and Socially Assistive Robot During Physical Activity,"'Lise Aubin', 'Ghilès Mostafaoui', 'Chloé Amiel', 'Hélène Serré', 'Delphine Capdevielle', 'Maëlane Hellouin de Menibus', 'Julie Boiché', 'Richard Schmidt', 'Stéphane Raffard', 'Ludovic Marin'","'Robotic', 'Schizophrenia', 'Human–robot interaction', 'Physical activity'"
Likert or Not? How Using Likert Rather Than Biposlar Ratings Reveal Individual Difference Scores Using the Godspeed Scales,"'A. D. Kaplan', 'T. L. Sanders', 'P. A. Hancock'","'Robots', 'Godspeed scales', 'Measurement metrics', 'Likert scales', 'Bipolar scales'"
"The Importance of Realism, Character, and Genre: How Theatre Can Support the Creation of Likeable Sociable Robots",'Louise LePage',"'Sociable robots', 'Uncanny valley', 'Character', 'Theatre', 'Realism', 'Genre'"
A Systematic Review for Service Humanoid Robotics Model in Hospitality,"'Jiaji Yang', 'Esyin Chew'","'Service Humanoid robotics', 'Robot in hospitality', 'Artificial intelligence'"
Female-Type Android’s Drive to Quickly Understand a User’s Concept of Preferences Stimulates Dialogue Satisfaction: Dialogue Strategies for Modeling User’s Concept of Preferences,"'Takahisa Uchida', 'Takashi Minato', 'Yutaka Nakamura', 'Yuichiro Yoshikawa', 'Hiroshi Ishiguro'","'Preference model', 'Concept model', 'Dialogue strategy', 'Dialogue robot', 'Android'"
Children’s Evaluations of a Therapy Dog and Biomimetic Robot: Influences of Animistic Beliefs and Social Interaction,"'Olivia Barber', 'Eszter Somogyi', 'Anne E. McBride', 'Leanne Proops'","'Animal assisted activities', 'Robot assisted activities', 'Human–animal interactions', 'Human–robot interactions', 'Therapy dog', 'MiRO'"
Social Assistive Robots: Assessing the Impact of a Training Assistant Robot in Cardiac Rehabilitation,"'Jonathan Casas', 'Emmanuel Senft', 'Luisa F. Gutiérrez', 'Mónica Rincón-Rocancio', 'Marcela Múnera', 'Tony Belpaeme', 'Carlos A. Cifuentes'","'Socially assistive robotics', 'Human–robot interaction', 'Cardiac rehab', 'Robot-based therapy'"
Social Robots on a Global Stage: Establishing a Role for Culture During  Human–Robot Interaction,"'Velvetina Lim', 'Maki Rooksby', 'Emily S. Cross'","'Social robotics', 'Human–robot interaction', 'Culture', 'Individualism–collectivism', 'Human cognition', 'Embodied social interaction'"
Foundations of Erobotics,"'Simon Dubé', 'Dave Anctil'","'Erobots', 'Erobotics', 'Human–machine erotic interaction', 'Co-evolution', 'Beneficial machines'"
“THIS ISN’T ME!”: The Role of Age-Related Self- and User Images for Robot Acceptance by Elders,"'Melanie Dudek', 'Stefanie Baisch', 'Monika Knopf', 'Thorsten Kolling'","'Companion-type robots', 'Self-Congruity Theory', 'Disengagement research', 'Assistive technology', 'Robot acceptance'"
Computational Emotion Models: A Thematic Review,"'Suman Ojha', 'Jonathan Vitale', 'Mary-Anne Williams'","'Computational emotion models', 'Appraisal theory', 'Emotion', 'Mood', 'Personality', 'Ethics'"
Humor–Robot Interaction: A Scoping Review of the Literature and Future Directions,"'Raquel Oliveira', 'Patrícia Arriaga', 'Minja Axelsson', 'Ana Paiva'","'Human–robot interaction', 'Humor', 'Interaction design', 'Funny'"
Human–Robot Collaborative Control in a Virtual-Reality-Based Telepresence System,"'Jianhao Du', 'Ha Manh Do', 'Weihua Sheng'","'Telepresence', 'Virtual reality', 'Sound localization', 'Collaborative control'"
The Rise of the Roboid,"'Leopoldina Fortunati', 'Alessandra Sorrentino', 'Laura Fiorini', 'Filippo Cavallo'","'Sophia', 'Social robots', 'Roboid', 'Sentiment analysis', 'Communication', 'Robot promotional campaign'"
"Small Talk with a Robot? The Impact of Dialog Content, Talk Initiative, and Gaze Behavior of a Social Robot on Trust, Acceptance, and Proximity","'Franziska Babel', 'Johannes Kraus', 'Linda Miller', 'Matthias Kraus', 'Nicolas Wagner', 'Wolfgang Minker', 'Martin Baumann'","'Human-robot interaction', 'Social robots', 'Proactivity', 'Trust', 'Acceptance', 'Proximity'"
Asynchronously Embedding Psychological Test Questions into Human–Robot Conversations for User Profiling,"'Tsung-Ren Huang', 'Yu-Wei Liu', 'Shin-Min Hsu', 'Joshua O. S. Goh', 'Yu-Ling Chang', 'Su-Ling Yeh', 'Li-Chen Fu'","'Human-centered robotics', 'Human–robot interaction', 'Psychological testing'"
Telepresence Robot Use for Children with Chronic Illness in Australian Schools: A Scoping Review and Thematic Analysis,"'Angela Page', 'Jennifer Charteris', 'Jeanette Berman'","'Telepresence', 'Chronic illness', 'Students', 'Classroom', 'Connectedness', 'Robot'"
Neural-Network-Based Robust Tracking Control for Condenser Cleaning Crawler-Type Mobile Manipulators with Delayed Uncertainties,"'Yi Zuo', 'Dong Hu', 'Yaonan Wang', 'Xinzhi Liu', 'Minghua Xie', 'Lihua Cao', 'Zhisheng Chen', 'Huimin Zhao'","'Wavelet transform and probabilistic neural network', 'Time delays', 'Condenser cleaning', 'Crawler-type mobile manipulators', 'Lyapunov stability theorem', 'Robust tracking performance', 'Linear matrix inequality'"
Social Cues in the Autonomous Navigation of Indoor Mobile Robots,"'Arun Kumar Reddy', 'Vaibhav Malviya', 'Rahul Kala'","'Social robot motion planning', 'Social potential field', 'Geometric motion planning', 'Social robotics'"
The Exploration of the Uncanny Valley from the Viewpoint of the Robot’s Nonverbal Behaviour,"'Chidchanok Thepsoonthorn', 'Ken-ichiro Ogawa', 'Yoshihiro Miyake'","'Uncanny Valley', 'Robot’s nonverbal behaviours', 'Human-likeness', 'Affinity', 'Fixation duration'"
Collaborative Human–Robot Interaction Interface: Development for a Spinal Surgery Robotic Assistant,"'Andres Amarillo', 'Emilio Sanchez', 'Juan Caceres', 'Jon Oñativia'","'Hand-guiding', 'Human robot interface', 'Collaborative surgical robotics', 'Transpedicular fixation technology'"
Performing the Kick During Walking for RoboCup 3D Soccer Simulation League Using Reinforcement Learning Algorithm,"'Amin Rezaeipanah', 'Parvin Amiri', 'Shahram Jafari'","'RoboCup 3D', 'Soccer robots', 'Humanoid robots', 'Reinforcement learning', 'Kicking strategy'"
One-shot Learning from Demonstration Approach Toward a Reciprocal Sign Language-based HRI,"'Seyed Ramezan Hosseini', 'Alireza Taheri', 'Minoo Alemi', 'Ali Meghdari'","'Human–Robot Interaction (HRI)', 'Social Robotics', 'Sign Language', 'One-shot Learning', 'Convolutional Neural Network (CNN)'"
Fall Protection Framework of Lower Extremity Exoskeleton Walking System Based on Differential Motion Planning,"'Velayudham Ganesan', 'Edward Y. L. Gu'","'Exoskeleton', 'Lower extremities', 'Humanoid robot', 'Paraplegics', 'Fall protection', 'Differential motion planning'"
Learning in Summer Camp with Social Robots: A Morphological Study,"'Leigh Levinson', 'Omer Gvirsman', 'Iris Melamed Gorodesky', 'Almogit Perez', 'Einat Gonen', 'Goren Gordon'","'Language education', 'Child–robot interaction', 'Group interaction', 'Hebrew language morphology', 'Social robots'"
Does Context Matter? Effects of Robot Appearance and Reliability on Social Attention Differs Based on Lifelikeness of Gaze Task,"'Abdulaziz Abubshait', 'Patrick P. Weis', 'Eva Wiese'","'Gaze-cueing', 'Social cognition', 'Human–robot gaze', 'Mind perception'"
Robot-Mediated Social Skill Intervention Programme for Children with Autism Spectrum Disorder: An ABA Time-Series Study,'Eva Yin-han Chung',"'Robot', 'Autism', 'Social skill training', 'Time-series analysis'"
The Role of Speech Technology in User Perception and Context Acquisition in HRI,"'Jorge Wuth', 'Pedro Correa', 'Tomás Núñez', 'Matías Saavedra', 'Néstor Becerra Yoma'","'Human–robot interaction', 'Perceived robot capability', 'Synthesized speech', 'Context acquisition', 'Speech recognition'"
"Implicit Attitudes Towards Robots Predict Explicit Attitudes, Semantic Distance Between Robots and Humans, Anthropomorphism, and Prosocial Behavior: From Attitudes to Human–Robot Interaction","'Nicolas Spatola', 'Olga A. Wudarczyk'","'Human–robot interaction', 'Semantic priming', 'Implicit attitude', 'Prosocial behaviour', 'Anthropomorphism'"
High-Level Motor Planning Assessment During Performance of Complex Action Sequences in Humans and a Humanoid Robot,"'Theresa C. Hauge', 'Garrett E. Katz', 'Gregory P. Davis', 'Di-Wei Huang', 'James A. Reggia', 'Rodolphe J. Gentili'","'Cognitive-motor control and learning', 'High-level motor planning', 'Humanoid robot', 'Human', 'Imitation', 'Action sequence'"
Development and Validation of Robot Patient Equipped with an Inertial Measurement Unit and Angular Position Sensors to Evaluate Transfer Skills of Nurses,"'Chingszu Lin', 'Taiki Ogata', 'Zhihang Zhong', 'Masako Kanai-Pak', 'Jukai Maeda', 'Yasuko Kitajima', 'Mitsuhiro Nakamura', 'Noriaki Kuwahara', 'Jun Ota'","'Robot patient', 'Nursing education', 'Human patient simulator', 'Patient transfer skill'"
Robotic System for Physical Training of Older Adults,"'Omri Avioz-Sarig', 'Samuel Olatunji', 'Vardit Sarne-Fleischmann', 'Yael Edan'","'Older adults', 'Physical activity', 'Feedback', 'Humanoid robot', 'Kinect', 'NAO', 'Poppy'"
A Close Look at the Imitation Performance of Children with Autism and Typically Developing Children Using a Robotic System,"'Alireza Taheri', 'Ali Meghdari', 'Mohammad H. Mahoor'","'Imitation', 'Social robots', 'Autism Spectrum Disorder', 'Hidden Markov model', 'Automated assessment', 'Human–robot-interaction'"
Applying Kansei/Affective Engineering Methodologies in the Design of Social and Service Robots: A Systematic Review,"'Enrique Coronado', 'Gentiane Venture', 'Natsuki Yamanobe'","'Kansei engineering', 'Human-centered design', 'Human–robot interaction', 'Social robots', 'Service robots'"
Telepresence Mobile Robots Design and Control for Social Interaction,"'Tadele Belay Tuli', 'Tesfaye Olana Terefe', 'Md Mamun Ur Rashid'","'Telepresence mobile robot', 'Lagrangian model', 'LQR', 'QFD'"
Character Synthesis of Ballet Archetypes on Robots Using Laban Movement Analysis: Comparison Between a Humanoid and an Aerial Robot Platform with Lay and Expert Observation,"'A. Bacula', 'A. LaViers'","'Human-like movement', 'Character-driven robot design', 'Expressivity', 'Embodied movement analysis', 'Ballet'"
A Reinforcement Learning Based Cognitive Empathy Framework for Social Robots,"'Elahe Bagheri', 'Oliver Roesler', 'Hoang-Long Cao', 'Bram Vanderborght'","'Empathy', 'Reinforcement learning', 'Personality', 'Human–robot interaction', 'Social robot'"
Is the Social Desirability Effect in Human–Robot Interaction overestimated? A Conceptual Replication Study Indicates Less Robust Effects,"'Benedikt Leichtmann', 'Verena Nitsch'","'Social desirability bias', 'Social robotics', 'Anthropomorphism', 'Replicability crisis', 'Media equation', 'Social presence'"
Socially Assistive Robots as Mental Health Interventions for Children: A Scoping Review,"'Katarzyna Kabacińska', 'Tony J. Prescott', 'Julie M. Robillard'","'Social robot', 'Mental health', 'Anxiety', 'Distress', 'Pediatric'"
The Robot Economy: Here It Comes,"'Miguel Arduengo', 'Luis Sentis'","'Intelligent robots', 'Robot economy', 'Cloud robotics', 'IoRT', 'Blockchain'"
Human-Inspired Robotic Eye-Hand Coordination Enables New Communication Channels Between Humans and Robots,"'Stephanie Olson', 'Moaed Abd', 'Erik D. Engeberg'","'Robotics', 'Animatronics', 'Eye-hand coordination', 'Human–robot interaction'"
"Role Assignment Analysis of an Assistive Robotic Platform in a High School Mathematics Class, Through a Gamification and Usability Evaluation","'Germán E. Baltazar Reyes', 'Edgar López', 'Pedro Ponce', 'Nancy Mazón'","'Social robotics', 'Educational innovation', 'Higher education', 'Gamification', 'Usability'"
Proposition of a Distributed Voronoi Partitioning Approach Enhanced with a Dispersion Phase for a Multirobot System,"'Nourchene Ben\xa0Slimane', 'Moncef Tagina'","'Multi-robot system', 'Partitioning', 'Voronoi diagram', 'Dispersion', 'Belief–desire–intention', 'Communication', 'Dynamic environment'"
From Motions to Emotions: Can the Fundamental Emotions be Expressed in a Robot Swarm?,"'María Santos', 'Magnus Egerstedt'","'Expressive motion', 'Emotion', 'Entertainment robots', 'Robot theater'"
"Competing with or Against Cozmo, the Robot: Influence of Interaction Context and Outcome on Mind Perception","'Deniz Lefkeli', 'Yagmur Ozbay', 'Zeynep Gürhan-Canli', 'Terry Eskenazi'","'Mind perception', 'Human–robot interaction', 'Cooperation', 'Competition', 'Self-serving bias'"
Active Participation in Lectures via a Collaboratively Controlled Robot,"'Jiro Shimaya', 'Yuichiro Yoshikawa', 'Oskar Palinko', 'Kohei Ogawa', 'Nobuhiro Jinnai', 'Hiroshi Ishiguro'","'Human–robot-interaction', 'Collaborative tele-operation', 'Education', 'Teacher–student communication', 'Audience-response-system', 'Lecture-participation-support'"
"Ethics, Human Rights, the Intelligent Robot, and its Subsystem for Moral Beliefs",'Erik Sandewall',"'Robot ethics', 'Moral belief state', 'Giovanni Pico della Mirandola', 'Immanuel Kant', 'Universal Declaration of Human Rights'"
The Mind in the Machine: Mind Perception Modulates Gaze Aversion During Child–Robot Interaction,"'Lorenzo Desideri', 'Paola Bonifacci', 'Giulia Croati', 'Angelica Dalena', 'Maria Gesualdo', 'Gianfelice Molinario', 'Arianna Gherardini', 'Lisa Cesario', 'Cristina Ottaviani'","'Child–robot interaction', 'Gaze aversion', 'Social processes', 'Mind perception', 'Intentional stance model'"
"I, Robot: How Human Appearance and Mind Attribution Relate to the Perceived Danger of Robots","'Barbara C. N. Müller', 'Xin Gao', 'Sari R. R. Nijssen', 'Tom G. E. Damen'","'Human/robot interaction', 'Uncanny valley', 'Mind perception', 'Need for distinctiveness'"
How are Your Robot Friends Doing? A Design Exploration of Graphical Techniques Supporting Awareness of Robot Team Members in Teleoperation,"'Stela H. Seo', 'James E. Young', 'Pourang Irani'","'Teleoperation', 'Robot state representations', 'Multi-robot monitoring', 'Team robot states', 'Interface design'"
Facilitating the Child–Robot Interaction by Endowing the Robot with the Capability of Understanding the Child Engagement: The Case of Mio Amico Robot,"'Chiara Filippini', 'Edoardo Spadolini', 'Daniela Cardone', 'Domenico Bianchi', 'Maurizio Preziuso', 'Christian Sciarretta', 'Valentina del Cimmuto', 'Davide Lisciani', 'Arcangelo Merla'","'Human-machine interaction', 'Infrared imaging', 'Social robot', 'Emotions', 'Computational psychophysiology'"
A Taxonomy to Structure and Analyze Human–Robot Interaction,"'Linda Onnasch', 'Eileen Roesler'","'Human–robot interaction', 'Taxonomy', 'Collaborative robots', 'HRI framework', 'Robot morphology', 'Collaboration'"
Effects of Different Types of Social Robot Voices on Affective Evaluations in Different Application Fields,"'Xiao Dou', 'Chih-Fu Wu', 'Kai-Chieh Lin', 'Senzhong Gan', 'Tzu-Min Tseng'","'Social robot', 'Human–robot interaction (HRI)', 'Robot voice', 'Robot application fields', 'Affective evaluation', 'User acceptance'"
Robots for Future Classrooms: A Cross-Cultural Validation Study of “Negative Attitudes Toward Robots Scale” in the U.S. Context,"'Yu Xia', 'Gerald LeTendre'","'Human–robotic interaction', 'Teacher attitudes', 'Social robots in education', 'Cross-cultural validation'"
Blessing Robot BlessU2: A Discursive Design Study to Understand the Implications of Social Robots in Religious Contexts,"'Diana Löffler', 'Jörn Hurtienne', 'Ilona Nord'","'Robots', 'Religion', 'Discursive design', 'Automation', 'Desirable futures', 'Speculative design', 'Techno-spirituality'"
"Socially Assistive Robots, Older Adults and Research Ethics: The Case for Case-Based Ethics Training","'Linda Battistuzzi', 'Chris Papadopoulos', 'Tetiana Hill', 'Nina Castro', 'Barbara Bruno', 'Antonio Sgorbissa'","'Robot ethics', 'Socially assistive robot', 'Pepper', 'Elder care', 'Research ethics', 'Case-based learning', 'Ethics training'"
Socially Assistive Robots: The Specific Case of the NAO,"'Adam Robaczewski', 'Julie Bouchard', 'Kevin Bouchard', 'Sébastien Gaboury'","'Socially assistive robot', 'NAO', 'Social interactions', 'Affectivity', 'Intervention', 'Assisted teaching', 'Mild cognitive impairment', 'Dementia', 'Autism', 'Intellectual disability'"
Religion and Robots: Towards the Synthesis of Two Extremes,"'Gabriele Trovato', 'Loys De Saint Chamas', 'Masao Nishimura', 'Renato Paredes', 'Cesar Lucho', 'Alexander Huerta-Mercado', 'Francisco Cuellar'","'Religion', 'History', 'Design', 'Social robots'"
Experimental Studies of Human–Robot Interaction: Threats to Valid Interpretation from Methodological Constraints Associated with Experimental Manipulations,"'J. Michael Innes', 'Ben W. Morrison'","'Human–robot interaction', 'Experiment artefacts', 'Demand characteristics', 'Experimenter bias'"
Development of Active Lower Limb Robotic-Based Orthosis and Exoskeleton Devices: A Systematic Review,"'Bhaben Kalita', 'Jyotindra Narayan', 'Santosha Kumar Dwivedy'","'Robotic devices', 'Rehabilitation', 'Lower limb', 'Joint types', 'Actuation modes', 'Control strategies'"
Trust in and Ethical Design of Carebots: The Case for Ethics of Care,'Gary Chan Kok Yew',"'Care robots', 'Trust', 'Ethics', 'Design', 'Ethics of care', 'Artificial intelligence'"
Robot Likeability and Reciprocity in Human Robot Interaction: Using Ultimatum Game to determinate Reciprocal Likeable Robot Strategies,"'Eduardo Benítez Sandoval', 'Jürgen Brandstatter', 'Utku Yalcin', 'Christoph Bartneck'","'Human–robot interaction', 'Reciprocity', 'Game Theory', 'Alternated Repeated Ultimatum Game', 'Cooperation'"
Inference of Other’s Minds with Limited Information in Evolutionary Robotics,"'Kyung-Joong Kim', 'Sung-Bae Cho'","'Evolutionary robotics', 'Estimation–exploration algorithm', 'Neural network', 'Physics-based simulation', 'Information loss'"
Towards Ethical Guidelines of Using Telepresence Robots in Residential Care,"'Marketta Niemelä', 'Lina van Aerschot', 'Antti Tammela', 'Iina Aaltonen', 'Hanna Lammi'","'Elderly', 'Residential care', 'Telepresence robot', 'Social relationships', 'Privacy', 'Ethical guidelines'"
A Socially Assistive Mobile Platform for Weight-Support in Gait Training,"'Bruno Leme', 'Masakazu Hirokawa', 'Hideki Kadone', 'Kenji Suzuki'","'Socially assistive robots', 'Gait measurement', 'Gait rehabilitation'"
The (Fe)male Robot: How Robot Body Shape Impacts First Impressions and Trust Towards Robots,"'Jasmin Bernotat', 'Friederike Eyssel', 'Janik Sachse'","'Robot body shape', 'Robot gender', 'Gender stereotypes', 'Cognitive and affective trust in robots'"
It’s in the Eyes: The Engaging Role of Eye Contact in HRI,"'Kyveli Kompatsiari', 'Francesca Ciardo', 'Vadim Tikhanoff', 'Giorgio Metta', 'Agnieszka Wykowska'","'Eye contact', 'Social human–robot interaction', 'Social attention', 'iCub'"
Audio-Visual Stimuli Change not Only Robot’s Hug Impressions but Also Its Stress-Buffering Effects,"'Masahiro Shiomi', 'Norihiro Hagita'","'Hug interaction', 'Human–robot touch interaction', 'Virtual reality'"
Developing Kaspar: A Humanoid Robot for Children with Autism,"'Luke J. Wood', 'Abolfazl Zaraki', 'Ben Robins', 'Kerstin Dautenhahn'","'Autism therapy', 'Humanoid social robots', 'User-centred design', 'Autonomous systems', 'Cognitive architecture'"
"Modeling and Evaluating Emotion, Contextual Head Movement and Voices for a Social Robot Storyteller","'Hendrik Striepe', 'Melissa Donnermann', 'Martina Lein', 'Birgit Lugrin'","'Social robots', 'Storytelling', 'Emotion', 'Non-verbal behavior', 'Transportation', 'Robot voice'"
State-of-the-Art Visual Merchandising Using a Fashionable Social Robot: RoMa,"'Ahmad Zibafar', 'Ehsan Saffari', 'Minoo Alemi', 'Ali Meghdari', 'Leila Faryan', 'Ali Ghorbandaei Pour', 'Amin RezaSoltani', 'Alireza Taheri'","'Social robot', 'Visual merchandising', 'Robotic Mannequin', 'Fashion industry', 'Human–robot interaction'"
Robot Reciprocation of Hugs Increases Both Interacting Times and Self-disclosures,"'Masahiro Shiomi', 'Aya Nakata', 'Masayuki Kanbara', 'Norihiro Hagita'","'Hug interaction', 'Human–robot touch interaction', 'Self-disclosure'"
How Physical Presence Overrides Emotional (Coping) Effects in HRI: Testing the Transfer of Emotions and Emotional Coping in Interaction with a Humanoid Social Robot,"'Marloes L. C. Spekman', 'Elly A. Konijn', 'Johan F. Hoorn'","'Social robot', 'Emotion', 'Coping', 'Appraisal', 'Healthcare'"
Analysis of Attention in Child–Robot Interaction Among Children Diagnosed with Cognitive Impairment,"'Luthffi Idzhar Ismail', 'Fazah Akhtar Hanapiah', 'Tony Belpaeme', 'Joni Dambre', 'Francis Wyffels'","'Child–robot interaction', 'Children with cognitive impairment', 'Robotics'"
Robot Interaction Styles for Conversation Practice in Second Language Learning,"'Olov Engwall', 'José Lopes', 'Anna Åhlund'","'Robot-assisted language learning', 'Multi-party human–robot interaction', 'Collaborative language learning', 'conversational practice'"
Robot KASPAR as Mediator in Making Contact with Children with Autism: A Pilot Study,"'Claire A. G. J. Huijnen', 'Hanneke A. M. D. Verreussel-Willen', 'Monique A. S. Lexis', 'Luc P. de Witte'","'Autism', 'Robot', 'Children', 'Intervention', 'KASPAR', 'School'"
Deceptive Actions to Improve the Attribution of Rationality to Playing Robotic Agents,"'Ewerton de Oliveira', 'Laura Donadoni', 'Stefano Boriero', 'Andrea Bonarini'","'Robogame', 'Human–robot interaction', 'Deception', 'Game theory', 'Rational agent', 'Play', 'Animacy'"
Fear of Robots and Life Satisfaction,'Tim Hinks',"'Technology', 'Life satisfaction', 'Europe', 'Fear of robots'"
Should I Blame the Human or the Robot? Attribution Within a Human–Robot Group,"'Xin Lei', 'Pei-Luen Patrick Rau'","'Attribution', 'Credit', 'Blame', 'Human–robot interaction', 'Human–robot group', 'Gender'"
